"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
1732,1735,"45-54","Female","Professional certificate/diploma","UK","White",-1.05308,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1733,1736,"25-34","Female","Masters degree","UK","White",-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used"
1734,1737,"35-44","Male","Professional certificate/diploma","UK","White",-1.43907,0.96248,0.29338,1.2861,0.25953,-0.71126,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1735,1738,"45-54","Male","Professional certificate/diploma","UK","White",-1.32828,-0.30033,-0.17779,0.43852,-0.00665,-0.21712,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1736,1739,"55-64","Female","Left school before 16 years","UK","White",-0.14882,0.16767,-0.71727,0.94156,0.58489,-0.71126,-0.52593,"Used in Last Week","Never Used","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1737,1740,"25-34","Female","Professional certificate/diploma","UK","White",0.22393,0.00332,-0.45174,0.28783,-0.00665,-0.71126,-1.18084,"Used in Last Month","Never Used","Used in Last Decade","Never Used","Used in Last Year","Used in Last Decade","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1738,1741,"45-54","Female","University degree","UK","White",-0.92104,0.32197,-0.58331,-0.15487,1.13407,-1.37983,-2.07848,"Used in Last Day","Never Used","Never Used","Used over a Decade Ago","Used in Last Year","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1739,1742,"25-34","Female","University degree","USA","White",1.49158,0.63779,0.88309,-1.6209,-0.00665,-1.37983,-1.18084,"Used in Last Week","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Decade","Never Used","Used in Last Month","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used"
1740,1743,"35-44","Male","University degree","UK","White",-1.55078,0.80523,1.06238,-0.60633,-0.52745,0.52975,0.7654,"Used in Last Week","Used in Last Decade","Used over a Decade Ago","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Used over a Decade Ago"
1741,1744,"35-44","Female","Masters degree","UK","White",-0.58016,0.47617,-0.58331,-0.30172,0.93949,-0.21712,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1742,1745,"55-64","Female","Some college or university, no certificate or degree","UK","White",-0.46725,-0.94779,-1.42424,0.43852,-0.00665,-0.71126,-0.52593,"Used in Last Year","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1743,1746,"25-34","Female",NA,"UK","White",-1.86962,0.96248,-0.97631,2.23427,2.33337,-1.37983,-0.84637,"Used in Last Month","Never Used","Never Used","Used in Last Day","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1744,1747,"35-44","Female","Masters degree","UK","Black",-0.24649,-0.57545,-0.58331,0.13136,0.12331,-0.21712,-1.18084,"Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1745,1748,"45-54","Female","Some college or university, no certificate or degree","UK","White",0.13606,0.80523,0.44585,1.45039,-0.14277,0.19268,-0.21575,"Used in Last Day","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1746,1749,"18-24","Male","University degree","USA","White",1.37297,-0.69509,2.90161,3.46436,-0.78155,0.88113,1.92173,"Used in Last Week","Used in Last Day","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Day","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Year","Used in Last Day","Never Used","Used over a Decade Ago"
1747,1750,"25-34","Female","Left school at 17 years","USA","White",2.61139,-0.43999,-0.45174,-1.92595,-2.04506,0.88113,-0.21575,"Used in Last Week","Used in Last Day","Never Used","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Week","Used in Last Decade","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Used over a Decade Ago","Used in Last Week","Used over a Decade Ago","Used in Last Day","Never Used","Never Used"
1748,1751,"45-54","Male",NA,"UK","White",-0.24649,0.47617,-0.84732,-0.60633,0.41594,-0.21712,-0.21575,"Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1749,1752,"25-34","Female","University degree","USA","White",1.98437,0.63779,1.43533,-1.07533,-0.65253,1.29221,1.2247,"Used in Last Week","Used in Last Day","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1750,1753,"25-34","Male","University degree","UK","White",-0.67825,0.96248,-0.71727,2.03972,1.13407,0.52975,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1751,1754,"25-34","Female","Professional certificate/diploma","UK","White",-0.14882,1.58487,-0.01928,0.13136,-0.40581,0.88113,0.07987,"Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used"
1752,1755,"18-24","Male","Some college or university, no certificate or degree","USA","White",-1.05308,0.16767,0.44585,-2.35413,-1.5184,0.88113,1.92173,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Week","Never Used","Never Used"
1753,1756,"18-24","Female","Left school at 18 years","USA","White",1.02119,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Decade","Used in Last Year","Used in Last Day","Never Used","Never Used"
1754,1757,"18-24","Male","Left school at 18 years","USA","White",0.73545,0.00332,1.43533,0.59042,-1.64101,0.52975,0.40148,"Used in Last Week","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Decade","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Week","Used in Last Decade","Used in Last Year","Used in Last Year","Used in Last Day","Never Used","Used in Last Decade"
1755,1758,"35-44","Male","Professional certificate/diploma","UK","White",1.02119,-0.43999,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1756,1759,"45-54","Male","Masters degree","Australia","White",-0.92104,-0.43999,0.14143,-0.76096,1.13407,1.86203,0.40148,"Used in Last Year","Used in Last Day","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Year","Used in Last Week","Used in Last Month","Never Used","Used in Last Month","Used in Last Year","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1757,1760,"35-44","Male","Masters degree","Other","White",-0.24649,-1.7625,-0.01928,-0.30172,0.25953,-0.21712,-1.54858,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Week","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
1758,1761,"45-54","Female","Professional certificate/diploma","UK","White",-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used over a Decade Ago","Never Used","Never Used"
1759,1762,"35-44","Female","Professional certificate/diploma","UK","White",-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1760,1763,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.52135,-1.09207,-0.01928,-2.21844,-1.38502,-0.71126,0.7654,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Month","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Month","Used in Last Year","Never Used","Used in Last Month","Used in Last Day","Never Used","Never Used"
1761,1764,"18-24","Female","University degree","Other","White",-0.79151,-1.09207,1.88511,0.28783,3.00537,-0.21712,1.2247,"Used in Last Month","Used in Last Year","Used in Last Decade","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Month","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Decade","Used in Last Year","Never Used","Used in Last Decade"
1762,1765,"35-44","Male",NA,"UK","White",0.91093,-0.30033,0.14143,0.28783,-0.89891,0.88113,1.2247,"Used in Last Week","Used in Last Month","Used over a Decade Ago","Used in Last Month","Used in Last Day","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Month","Used in Last Decade","Used in Last Month","Never Used","Used in Last Year","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used over a Decade Ago","Never Used","Used over a Decade Ago"
1763,1766,"25-34","Female","Some college or university, no certificate or degree","USA","White",0.52135,1.93886,1.43533,-0.30172,0.93949,-0.71126,1.2247,"Used in Last Month","Used in Last Week","Never Used","Used in Last Month","Used in Last Day","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Decade","Used in Last Year","Used in Last Year","Never Used","Used in Last Month","Used in Last Year","Used in Last Month","Used in Last Year","Used in Last Day","Never Used","Used over a Decade Ago"
